
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
2126,dog-walking,moderate,1,1,1,0,1,0,0,0,1,1233,0.2,20,"2017-06-18 18:53:55.983112"
2127,boarding,flexible,1,0,1,1,1,1,1,1,4,1234,0.2,37,"2017-06-24 06:48:54.010700"
2128,dog-walking,strict,1,0,1,0,1,1,0,0,3,1234,0.2,22,"2017-06-24 06:48:54.010700"
2129,day-care,flexible,0,0,0,0,1,0,0,0,4,1234,0.2,23,"2017-06-24 06:48:54.010700"
2130,boarding,moderate,1,0,1,1,1,0,1,0,1,1235,0.2,32,"2017-05-28 23:20:28.783173"
2131,dog-walking,flexible,1,0,1,0,0,1,0,1,2,1235,0.2,26,"2017-05-28 23:20:28.783173"
2132,day-care,flexible,1,1,1,1,1,0,1,1,3,1235,0.2,24,"2017-05-28 23:20:28.783173"
2133,dog-walking,flexible,1,0,1,0,1,1,0,1,1,1236,0.2,19,"2018-07-05 19:23:21.881146"
2134,boarding,flexible,1,0,1,1,1,1,1,1,7,1237,0.2,29,"2017-10-19 11:55:34.073017"
2135,dog-walking,moderate,1,0,1,0,1,0,1,1,3,1237,0.2,20,"2017-10-19 11:55:34.073017"
2136,day-care,moderate,1,0,1,0,1,1,0,1,5,1237,0.2,23,"2017-10-19 11:55:34.073017"
2137,boarding,moderate,1,1,1,0,1,0,1,1,5,1238,0.2,30,"2017-09-21 06:49:57.234148"
2138,dog-walking,moderate,1,1,1,1,1,1,1,0,6,1238,0.2,20,"2017-09-21 06:49:57.234148"
2139,boarding,flexible,1,0,1,1,1,0,1,1,1,1239,0.2,32,"2018-03-31 13:13:09.417597"
2140,dog-walking,flexible,1,0,1,0,1,0,1,1,3,1239,0.2,21,"2018-03-31 13:13:09.417597"
2141,dog-walking,moderate,1,0,1,0,1,1,0,1,4,1240,0.2,20,"2018-01-04 03:08:52.484268"
2142,day-care,moderate,1,1,1,1,1,0,0,1,2,1240,0.2,25,"2018-01-04 03:08:52.484268"
2143,boarding,flexible,1,1,1,0,0,1,0,1,2,1241,0.2,37,"2018-06-30 02:29:06.673132"
2144,day-care,flexible,1,0,1,0,1,1,0,1,3,1241,0.2,29,"2018-06-30 02:29:06.673132"
2145,day-care,moderate,1,1,1,0,1,1,1,1,4,1242,0.2,27,"2017-06-15 04:59:14.131564"
2146,dog-walking,moderate,1,0,0,0,1,1,0,1,2,1243,0.2,22,"2017-12-06 05:27:57.988783"
2147,dog-walking,strict,1,0,1,0,1,0,1,1,7,1244,0.2,22,"2017-09-02 18:25:42.724306"
2148,boarding,moderate,1,0,1,0,1,0,1,0,2,1245,0.2,35,"2017-06-19 00:54:44.319730"
2149,dog-walking,flexible,1,0,1,1,1,1,0,1,3,1245,0.2,25,"2017-06-19 00:54:44.319730"
2150,day-care,moderate,0,1,1,0,1,1,0,0,6,1245,0.2,29,"2017-06-19 00:54:44.319730"
2151,day-care,strict,1,0,1,1,0,1,1,1,2,1246,0.2,22,"2018-06-25 09:52:04.246123"
2152,boarding,strict,1,0,0,0,1,1,0,1,2,1247,0.2,30,"2018-05-02 02:48:46.361968"
2153,boarding,strict,1,0,1,0,1,1,0,0,3,1248,0.2,34,"2017-12-10 17:51:37.070614"
2154,dog-walking,moderate,1,0,1,1,0,1,1,1,5,1249,0.2,22,"2017-12-27 01:52:54.732510"
2155,day-care,flexible,1,0,1,0,1,1,1,1,2,1249,0.2,30,"2017-12-27 01:52:54.732510"
2156,day-care,flexible,1,0,1,1,0,1,1,0,5,1250,0.15,27,"2017-03-21 12:37:19.839310"
2157,boarding,moderate,1,0,1,1,1,1,1,1,2,1251,0.2,33,"2018-03-19 12:01:04.065896"
2158,dog-walking,strict,0,0,1,0,1,1,1,1,1,1251,0.2,20,"2018-03-19 12:01:04.065896"
2159,day-care,moderate,1,0,1,1,1,1,0,1,3,1251,0.2,24,"2018-03-19 12:01:04.065896"
2160,boarding,strict,1,0,1,0,0,1,1,1,3,1252,0.15,35,"2017-05-01 12:38:34.553201"
2161,day-care,strict,1,0,1,1,1,0,0,1,5,1252,0.15,30,"2017-05-01 12:38:34.553201"
2162,day-care,flexible,1,0,0,0,1,1,0,1,3,1253,0.2,21,"2017-09-03 13:07:12.920191"
2163,day-care,strict,1,1,1,1,1,0,1,0,5,1254,0.2,25,"2017-12-03 18:10:44.222883"
2164,boarding,flexible,1,0,1,1,1,1,0,1,2,1255,0.15,34,"2016-09-29 17:27:31.560666"
2165,dog-walking,moderate,0,0,1,0,1,0,1,1,3,1255,0.15,20,"2016-09-29 17:27:31.560666"
2166,day-care,moderate,1,0,0,1,1,0,1,1,5,1256,0.2,32,"2017-07-03 02:16:30.197626"
2167,boarding,moderate,1,0,1,0,1,1,1,1,4,1257,0.2,38,"2018-01-03 14:55:23.362573"
2168,dog-walking,moderate,1,0,1,0,1,1,1,1,3,1258,0.2,21,"2018-03-27 03:55:23.931499"
2169,boarding,strict,1,0,1,0,1,0,1,1,2,1259,0.2,35,"2017-07-02 14:27:59.851369"
2170,boarding,flexible,1,0,1,0,1,1,0,1,1,1260,0.2,36,"2018-04-20 22:56:38.021522"
2171,dog-walking,strict,1,0,1,1,1,1,1,0,3,1260,0.2,22,"2018-04-20 22:56:38.021522"
2172,boarding,strict,1,0,1,0,1,1,0,1,2,1261,0.2,40,"2018-01-25 00:39:48.415955"
2173,dog-walking,flexible,1,0,1,0,1,1,1,1,3,1262,0.2,20,"2017-08-14 17:29:46.554275"
2174,day-care,strict,1,0,1,0,1,1,0,1,6,1263,0.2,26,"2017-11-28 07:55:30.288243"
2175,boarding,strict,1,0,1,0,1,1,0,1,2,1264,0.2,29,"2017-11-26 04:19:14.449851"
2176,boarding,strict,1,0,1,0,1,1,0,1,5,1265,0.2,36,"2017-07-11 06:12:31.024773"
2177,dog-walking,moderate,1,0,1,0,1,1,0,1,3,1266,0.2,25,"2018-07-19 17:16:19.071648"
2178,day-care,strict,1,0,1,1,1,0,1,0,4,1266,0.2,27,"2018-07-19 17:16:19.071648"
2179,boarding,flexible,1,1,1,0,1,1,0,1,7,1267,0.2,33,"2018-06-09 10:10:14.897642"
2180,day-care,strict,1,0,1,0,1,1,1,1,6,1267,0.2,26,"2018-06-09 10:10:14.897642"
2181,dog-walking,moderate,1,0,1,0,1,1,0,0,6,1268,0.2,26,"2018-04-30 01:41:53.751176"
2182,boarding,moderate,1,0,1,0,1,0,0,1,2,1269,0.15,34,"2017-04-07 10:04:35.717810"
2183,dog-walking,flexible,0,1,1,0,1,0,0,1,2,1269,0.15,17,"2017-04-07 10:04:35.717810"
2184,dog-walking,flexible,1,0,1,0,1,1,0,1,6,1270,0.2,25,"2018-05-27 18:53:26.672112"
2185,day-care,flexible,1,0,1,0,1,1,0,1,2,1270,0.2,31,"2018-05-27 18:53:26.672112"
2186,boarding,moderate,1,0,1,0,1,1,0,1,3,1271,0.2,34,"2018-06-27 19:48:02.117865"
2187,day-care,moderate,1,0,1,0,1,1,1,1,3,1271,0.2,23,"2018-06-27 19:48:02.117865"
2188,boarding,flexible,1,0,1,0,1,1,0,1,5,1272,0.2,34,"2018-05-28 17:03:16.437950"
2189,dog-walking,strict,0,0,1,0,1,1,0,1,7,1272,0.2,17,"2018-05-28 17:03:16.437950"
2190,boarding,moderate,1,0,1,0,1,1,1,1,3,1273,0.2,27,"2018-06-01 11:56:19.111614"
2191,dog-walking,moderate,1,1,0,1,1,1,1,1,3,1274,0.2,22,"2018-02-20 00:37:56.155374"
2192,boarding,moderate,1,0,1,0,1,1,0,1,3,1275,0.2,30,"2018-05-07 05:02:42.291286"
2193,dog-walking,strict,1,1,1,1,1,1,1,1,3,1275,0.2,19,"2018-05-07 05:02:42.291286"
2194,boarding,strict,1,1,1,0,1,1,0,1,4,1276,0.2,39,"2017-12-03 18:17:57.286057"
2195,dog-walking,flexible,0,0,1,0,0,1,1,0,3,1276,0.2,25,"2017-12-03 18:17:57.286057"
2196,day-care,strict,0,0,1,1,1,1,1,1,4,1276,0.2,28,"2017-12-03 18:17:57.286057"
2197,dog-walking,flexible,1,0,1,0,1,1,0,1,1,1277,0.2,27,"2017-10-06 03:57:43.700556"
2198,dog-walking,flexible,1,1,1,0,1,1,0,1,2,1278,0.2,18,"2018-04-17 19:24:18.730466"
2199,day-care,flexible,1,0,1,0,1,1,0,1,3,1278,0.2,32,"2018-04-17 19:24:18.730466"
2200,boarding,moderate,1,0,1,1,1,1,0,1,4,1279,0.2,33,"2017-06-07 06:22:57.347596"
2201,day-care,moderate,1,0,1,1,1,1,0,1,5,1279,0.2,22,"2017-06-07 06:22:57.347596"
2202,boarding,strict,1,0,1,0,1,1,0,1,2,1280,0.2,35,"2017-08-12 20:46:43.830265"
2203,dog-walking,strict,1,0,1,0,1,1,1,1,3,1280,0.2,23,"2017-08-12 20:46:43.830265"
2204,boarding,strict,1,0,1,0,1,1,1,1,2,1281,0.2,36,"2018-07-09 02:12:11.712114"
2205,dog-walking,strict,1,0,1,0,0,1,1,1,4,1281,0.2,19,"2018-07-09 02:12:11.712114"
2206,dog-walking,flexible,1,0,1,1,1,1,1,0,5,1282,0.2,21,"2017-08-21 23:38:44.192911"
2207,day-care,moderate,1,1,0,1,1,1,1,1,3,1282,0.2,24,"2017-08-21 23:38:44.192911"
2208,day-care,flexible,1,0,0,0,1,0,0,1,6,1283,0.2,31,"2018-04-08 18:18:43.880485"
2209,dog-walking,strict,1,0,1,1,1,1,1,1,2,1284,0.2,19,"2018-07-29 06:37:34.749295"
2210,day-care,moderate,1,1,1,0,0,1,0,1,2,1284,0.2,26,"2018-07-29 06:37:34.749295"
2211,boarding,flexible,1,0,1,0,1,1,0,1,2,1285,0.2,33,"2017-05-29 00:31:26.393416"
2212,day-care,flexible,1,1,1,0,1,1,0,1,1,1285,0.2,27,"2017-05-29 00:31:26.393416"
2213,dog-walking,strict,1,0,1,0,1,1,1,1,1,1286,0.2,18,"2018-05-19 01:45:43.004469"
2214,boarding,strict,1,0,0,1,1,1,0,1,3,1287,0.2,36,"2017-12-13 13:05:39.607972"
2215,dog-walking,flexible,1,0,1,1,1,0,1,1,3,1287,0.2,20,"2017-12-13 13:05:39.607972"
2216,day-care,flexible,1,0,1,1,1,1,1,0,1,1287,0.2,22,"2017-12-13 13:05:39.607972"
2217,boarding,flexible,1,0,1,0,1,0,1,0,5,1288,0.2,42,"2017-08-26 14:07:25.810599"
2218,day-care,moderate,1,0,1,0,1,1,0,1,6,1288,0.2,30,"2017-08-26 14:07:25.810599"
2219,boarding,flexible,1,0,1,0,1,1,1,0,4,1289,0.2,39,"2018-03-05 22:29:32.030121"
2220,dog-walking,moderate,1,0,1,0,1,1,1,1,3,1289,0.2,20,"2018-03-05 22:29:32.030121"
2221,day-care,flexible,0,1,1,0,1,1,0,1,2,1289,0.2,28,"2018-03-05 22:29:32.030121"
2222,day-care,flexible,1,0,1,0,1,1,1,1,3,1290,0.15,31,"2016-11-13 13:00:06.071632"
2223,boarding,strict,0,1,1,0,1,1,1,1,4,1291,0.2,38,"2017-12-17 16:23:42.837183"
2224,day-care,moderate,1,0,1,0,1,1,1,1,1,1291,0.2,25,"2017-12-17 16:23:42.837183"
2225,boarding,flexible,1,1,1,0,1,1,1,0,3,1292,0.15,41,"2017-05-08 14:59:08.855452"
2226,dog-walking,flexible,1,0,1,1,1,1,1,1,1,1292,0.15,21,"2017-05-08 14:59:08.855452"
2227,dog-walking,moderate,1,1,1,0,1,1,0,1,6,1293,0.2,22,"2018-05-14 01:56:58.288616"
2228,day-care,strict,1,1,1,1,1,1,0,0,5,1293,0.2,25,"2018-05-14 01:56:58.288616"
2229,boarding,moderate,1,0,1,1,1,1,0,0,4,1294,0.15,31,"2016-09-03 14:13:03.612040"
2230,boarding,moderate,1,0,1,0,1,1,0,1,2,1295,0.2,34,"2018-02-02 13:58:42.596478"
2231,day-care,moderate,1,0,1,0,1,0,0,1,1,1296,0.2,23,"2017-08-06 13:28:15.244240"
2232,day-care,flexible,0,1,1,0,0,1,0,1,5,1297,0.2,27,"2018-08-01 16:27:07.538615"
2233,boarding,flexible,1,0,0,0,1,1,1,0,3,1298,0.2,35,"2017-09-22 17:54:50.341609"
2234,day-care,strict,1,1,1,1,1,1,0,1,2,1298,0.2,29,"2017-09-22 17:54:50.341609"
2235,boarding,strict,1,0,1,0,1,1,0,1,3,1299,0.15,28,"2017-03-08 23:03:02.398211"
2236,dog-walking,moderate,1,1,1,0,1,1,1,1,4,1300,0.2,25,"2018-02-13 23:53:51.629304"
2237,day-care,moderate,1,0,1,0,1,1,0,1,2,1300,0.2,24,"2018-02-13 23:53:51.629304"
2238,day-care,flexible,1,1,1,1,1,0,1,1,3,1301,0.15,28,"2017-04-02 02:02:33.428368"
2239,boarding,strict,1,1,0,0,1,1,1,1,3,1302,0.15,35,"2017-04-24 10:45:35.213984"
2240,dog-walking,flexible,0,0,1,0,1,1,0,0,2,1302,0.15,20,"2017-04-24 10:45:35.213984"
2241,day-care,flexible,1,1,1,1,1,1,0,0,1,1302,0.15,23,"2017-04-24 10:45:35.213984"
2242,dog-walking,moderate,1,1,1,0,1,1,0,1,1,1303,0.2,23,"2017-09-15 01:56:18.009785"
2243,dog-walking,moderate,0,0,1,0,1,1,1,1,1,1304,0.2,25,"2018-06-13 23:44:32.541512"
2244,day-care,strict,1,0,1,0,1,0,1,1,4,1304,0.2,23,"2018-06-13 23:44:32.541512"
2245,dog-walking,moderate,1,0,1,0,1,1,0,1,5,1305,0.2,17,"2017-12-26 12:04:10.444452"
2246,day-care,flexible,1,0,1,0,1,1,0,1,3,1305,0.2,26,"2017-12-26 12:04:10.444452"
2247,day-care,flexible,1,0,1,0,1,1,0,1,6,1306,0.2,26,"2018-07-16 19:39:57.529613"
2248,dog-walking,moderate,1,0,1,0,1,1,0,1,2,1307,0.2,20,"2018-04-06 21:49:36.410981"
2249,day-care,strict,1,0,1,1,1,0,0,0,4,1307,0.2,28,"2018-04-06 21:49:36.410981"
2250,boarding,strict,1,0,1,0,0,1,1,0,5,1308,0.2,36,"2017-07-30 16:43:01.446242"
2251,dog-walking,strict,1,0,1,0,1,1,0,1,5,1309,0.2,25,"2018-05-17 11:57:34.777620"
2252,day-care,strict,1,0,1,0,1,1,1,1,4,1309,0.2,28,"2018-05-17 11:57:34.777620"
2253,boarding,moderate,1,1,1,0,1,0,1,1,2,1310,0.2,30,"2018-02-27 09:32:01.899036"
2254,dog-walking,flexible,1,0,1,1,0,1,0,1,3,1310,0.2,19,"2018-02-27 09:32:01.899036"
2255,boarding,moderate,1,0,1,0,1,1,0,1,6,1311,0.15,34,"2016-09-09 00:58:20.340416"
2256,dog-walking,strict,1,0,1,0,1,1,0,1,3,1311,0.15,21,"2016-09-09 00:58:20.340416"
2257,boarding,moderate,0,0,1,1,1,1,1,1,5,1312,0.2,31,"2018-02-10 01:06:26.421156"
2258,dog-walking,flexible,1,0,1,0,1,0,0,1,3,1312,0.2,23,"2018-02-10 01:06:26.421156"
2259,day-care,moderate,1,0,1,1,1,1,0,1,2,1312,0.2,28,"2018-02-10 01:06:26.421156"
2260,boarding,strict,1,0,1,0,1,1,0,1,1,1313,0.2,33,"2017-11-11 21:18:31.990919"
2261,day-care,strict,1,0,1,0,1,1,1,1,5,1313,0.2,24,"2017-11-11 21:18:31.990919"
2262,dog-walking,moderate,1,1,1,0,0,0,0,0,3,1314,0.2,24,"2018-07-11 03:00:18.565208"
2263,boarding,strict,1,0,1,0,1,0,1,1,3,1315,0.2,36,"2018-06-20 10:02:53.284064"
2264,boarding,moderate,1,0,1,0,1,1,1,1,2,1316,0.2,35,"2017-07-08 18:05:27.402664"
2265,dog-walking,moderate,1,0,0,0,1,1,1,1,2,1316,0.2,20,"2017-07-08 18:05:27.402664"
2266,dog-walking,moderate,0,1,1,0,1,1,1,1,1,1317,0.15,22,"2017-04-17 18:50:02.112985"
2267,day-care,flexible,1,1,1,0,1,1,1,1,2,1317,0.15,31,"2017-04-17 18:50:02.112985"
2268,boarding,moderate,1,1,1,0,1,0,0,1,1,1318,0.2,35,"2018-05-20 16:06:19.454804"
2269,dog-walking,moderate,1,0,1,0,1,1,0,1,1,1318,0.2,23,"2018-05-20 16:06:19.454804"
2270,day-care,moderate,1,0,1,0,1,0,0,0,3,1318,0.2,28,"2018-05-20 16:06:19.454804"
2271,dog-walking,flexible,1,0,1,0,1,1,1,1,1,1319,0.2,25,"2018-01-27 07:25:24.003956"
2272,dog-walking,strict,1,0,1,0,1,1,1,1,4,1320,0.2,26,"2018-06-20 09:47:30.864924"
2273,day-care,strict,0,0,1,0,1,0,1,1,1,1320,0.2,23,"2018-06-20 09:47:30.864924"
2274,boarding,flexible,1,1,1,1,1,1,1,1,3,1321,0.2,39,"2017-12-08 02:22:15.553227"
2275,boarding,moderate,1,0,0,0,1,1,1,1,7,1322,0.2,39,"2018-02-21 04:38:52.518750"
2276,day-care,flexible,1,0,1,0,1,0,1,1,2,1322,0.2,27,"2018-02-21 04:38:52.518750"
2277,boarding,moderate,1,1,1,1,0,1,0,0,5,1323,0.2,38,"2017-08-10 18:06:23.163823"
2278,dog-walking,strict,1,0,1,1,1,1,0,1,2,1323,0.2,22,"2017-08-10 18:06:23.163823"
2279,day-care,strict,1,1,1,0,1,1,1,1,3,1323,0.2,30,"2017-08-10 18:06:23.163823"
2280,boarding,strict,1,1,1,0,1,1,1,1,3,1324,0.2,37,"2018-06-23 23:13:34.312825"
2281,dog-walking,flexible,1,1,1,1,1,0,0,1,3,1324,0.2,24,"2018-06-23 23:13:34.312825"
2282,boarding,moderate,1,0,1,0,1,1,1,0,3,1325,0.2,26,"2017-08-14 10:10:56.580663"
2283,dog-walking,moderate,1,0,0,1,1,0,0,1,2,1326,0.15,20,"2017-03-12 18:36:33.493572"
2284,day-care,flexible,0,0,1,0,1,1,1,1,4,1326,0.15,29,"2017-03-12 18:36:33.493572"
2285,dog-walking,moderate,1,0,1,1,1,1,1,0,6,1327,0.2,20,"2018-06-19 10:44:56.331812"
2286,dog-walking,moderate,1,0,1,0,1,1,1,1,5,1328,0.2,24,"2018-01-05 01:22:40.202111"
2287,dog-walking,strict,1,0,0,1,1,1,1,1,2,1329,0.2,20,"2018-05-03 12:25:18.133014"
2288,day-care,moderate,1,1,1,1,1,1,1,1,5,1329,0.2,25,"2018-05-03 12:25:18.133014"
2289,boarding,flexible,0,0,1,0,1,1,1,1,3,1330,0.2,29,"2018-04-22 16:05:57.646516"
2290,dog-walking,moderate,1,0,1,0,1,1,1,1,1,1330,0.2,25,"2018-04-22 16:05:57.646516"
2291,day-care,strict,1,0,1,0,1,1,1,0,2,1330,0.2,32,"2018-04-22 16:05:57.646516"
2292,day-care,flexible,1,0,1,0,0,0,0,0,5,1331,0.2,29,"2017-07-15 07:17:50.189186"
2293,boarding,moderate,1,0,1,0,1,1,0,0,2,1332,0.2,32,"2018-01-27 03:52:53.523189"
2294,dog-walking,moderate,1,0,1,0,1,0,1,0,3,1332,0.2,22,"2018-01-27 03:52:53.523189"
2295,day-care,moderate,1,1,1,1,1,1,0,0,3,1332,0.2,31,"2018-01-27 03:52:53.523189"
2296,boarding,moderate,1,0,1,0,1,1,0,0,2,1333,0.2,34,"2018-03-09 00:20:49.633888"
2297,boarding,strict,1,0,1,0,1,0,0,0,1,1334,0.2,36,"2018-02-13 22:12:13.820065"
2298,dog-walking,flexible,1,0,1,0,1,1,1,1,7,1334,0.2,21,"2018-02-13 22:12:13.820065"
2299,day-care,moderate,1,0,1,0,1,1,0,1,2,1334,0.2,29,"2018-02-13 22:12:13.820065"
2300,day-care,moderate,1,1,1,0,1,1,1,1,2,1335,0.2,31,"2017-06-05 22:17:20.005485"
2301,dog-walking,moderate,1,0,1,1,1,1,0,0,4,1336,0.2,22,"2017-07-06 09:25:28.816584"
2302,boarding,moderate,1,0,1,0,1,1,0,1,3,1337,0.2,29,"2017-09-24 19:45:15.175308"
2303,day-care,flexible,1,0,1,0,1,1,0,1,3,1337,0.2,27,"2017-09-24 19:45:15.175308"
2304,boarding,flexible,1,0,1,1,1,1,0,1,6,1338,0.15,31,"2017-05-13 08:28:40.517668"
2305,day-care,flexible,1,0,0,0,1,1,0,1,4,1338,0.15,26,"2017-05-13 08:28:40.517668"
2306,day-care,flexible,1,0,1,0,1,1,0,0,1,1339,0.2,25,"2018-02-21 09:26:40.965463"
2307,boarding,strict,1,1,1,0,1,1,1,1,4,1340,0.2,35,"2018-06-12 04:21:21.498836"
2308,dog-walking,strict,1,0,1,0,1,1,1,1,3,1340,0.2,21,"2018-06-12 04:21:21.498836"
2309,day-care,moderate,1,0,1,0,0,1,1,1,4,1340,0.2,24,"2018-06-12 04:21:21.498836"
2310,day-care,strict,1,0,1,1,1,1,1,0,3,1341,0.2,24,"2017-07-31 01:18:19.995240"
2311,boarding,moderate,1,0,1,0,1,0,0,1,2,1342,0.2,33,"2018-04-24 14:52:54.996876"
2312,boarding,moderate,1,0,1,1,1,1,1,0,4,1343,0.2,29,"2017-07-16 12:30:38.604940"
2313,dog-walking,strict,1,0,1,0,1,1,1,1,5,1343,0.2,18,"2017-07-16 12:30:38.604940"
2314,day-care,moderate,0,1,1,0,1,0,1,1,2,1343,0.2,28,"2017-07-16 12:30:38.604940"
2315,day-care,flexible,1,0,1,0,0,1,1,0,6,1344,0.2,27,"2017-10-06 15:12:37.931018"
2316,day-care,strict,1,0,1,0,1,1,0,1,3,1345,0.2,27,"2018-02-11 04:57:10.823126"
2317,boarding,strict,1,1,1,0,1,1,0,1,2,1346,0.2,35,"2018-05-12 02:49:30.511357"
2318,dog-walking,moderate,1,0,1,0,1,1,1,0,3,1347,0.2,25,"2018-06-28 18:56:58.346943"
2319,day-care,moderate,1,1,1,0,0,1,0,0,2,1347,0.2,29,"2018-06-28 18:56:58.346943"
2320,dog-walking,flexible,1,1,0,0,1,0,1,1,2,1348,0.2,27,"2018-07-26 13:08:17.692545"
2321,day-care,moderate,1,0,1,0,1,0,1,1,5,1348,0.2,24,"2018-07-26 13:08:17.692545"
2322,dog-walking,flexible,1,0,0,0,1,1,1,1,2,1349,0.2,22,"2017-10-02 13:43:05.403342"
2323,boarding,strict,1,0,1,0,1,1,0,1,3,1350,0.2,33,"2017-12-13 20:56:18.263171"
2324,dog-walking,strict,1,0,1,0,1,1,1,1,4,1350,0.2,22,"2017-12-13 20:56:18.263171"
2325,day-care,flexible,1,1,1,0,1,1,1,1,4,1350,0.2,26,"2017-12-13 20:56:18.263171"
2326,boarding,moderate,1,1,1,0,1,1,1,1,4,1351,0.2,30,"2018-03-02 07:22:05.026594"
2327,day-care,strict,1,0,1,0,1,1,1,0,5,1351,0.2,29,"2018-03-02 07:22:05.026594"
2328,boarding,moderate,1,0,1,0,1,0,1,1,2,1352,0.2,31,"2018-02-18 15:27:07.168566"
2329,boarding,strict,1,0,1,0,1,1,1,1,3,1353,0.2,35,"2017-09-18 22:48:46.620631"
2330,day-care,strict,1,1,0,0,1,1,0,1,4,1353,0.2,26,"2017-09-18 22:48:46.620631"
2331,boarding,flexible,1,0,1,0,1,1,0,1,6,1354,0.2,34,"2018-01-14 17:29:57.935092"
2332,dog-walking,moderate,0,1,1,1,0,0,0,0,3,1354,0.2,17,"2018-01-14 17:29:57.935092"
2333,day-care,flexible,1,0,1,1,1,1,1,0,6,1355,0.15,32,"2016-09-22 15:28:43.019305"
2334,boarding,flexible,1,0,1,1,1,1,1,0,3,1356,0.2,30,"2018-04-24 08:17:31.699535"
2335,dog-walking,moderate,1,0,1,0,1,1,1,1,2,1356,0.2,20,"2018-04-24 08:17:31.699535"
2336,day-care,flexible,1,0,1,1,1,0,1,0,2,1356,0.2,25,"2018-04-24 08:17:31.699535"
2337,boarding,moderate,1,0,1,0,1,1,1,0,5,1357,0.2,36,"2018-07-29 10:50:42.516044"
2338,dog-walking,moderate,0,0,1,0,1,1,1,1,5,1357,0.2,20,"2018-07-29 10:50:42.516044"
2339,boarding,flexible,1,0,1,1,1,1,1,0,1,1358,0.15,31,"2017-02-05 02:24:30.972163"
2340,dog-walking,strict,1,0,1,0,1,1,0,1,3,1358,0.15,24,"2017-02-05 02:24:30.972163"
2341,dog-walking,flexible,1,1,1,0,1,1,1,0,2,1359,0.2,17,"2018-07-24 18:26:55.318482"
2342,day-care,moderate,1,0,1,0,1,1,1,1,5,1359,0.2,31,"2018-07-24 18:26:55.318482"
2343,boarding,flexible,1,0,1,1,1,1,1,1,5,1360,0.15,37,"2017-01-04 23:20:25.034723"
2344,dog-walking,strict,0,0,1,1,0,1,0,1,2,1360,0.15,19,"2017-01-04 23:20:25.034723"
2345,boarding,strict,1,0,1,1,1,1,1,1,2,1361,0.15,39,"2017-03-10 06:35:02.884103"
2346,dog-walking,strict,1,0,1,1,1,0,0,1,1,1362,0.2,24,"2017-09-01 21:59:04.959468"
2347,day-care,flexible,1,0,1,1,1,0,1,1,2,1363,0.2,29,"2017-07-24 16:33:53.841116"
2348,day-care,strict,1,0,1,0,0,1,1,1,1,1364,0.2,31,"2017-06-14 13:01:49.500315"
2349,dog-walking,strict,1,0,1,1,1,1,1,1,4,1365,0.2,27,"2018-05-08 23:03:45.856321"
2350,boarding,strict,1,0,1,0,1,1,1,1,5,1366,0.2,38,"2017-08-27 17:58:10.259229"
2351,dog-walking,strict,1,0,1,0,1,0,1,1,4,1366,0.2,18,"2017-08-27 17:58:10.259229"
2352,day-care,strict,1,0,1,0,1,1,0,1,3,1366,0.2,24,"2017-08-27 17:58:10.259229"
2353,dog-walking,strict,0,0,1,0,1,1,1,0,4,1367,0.2,22,"2017-12-27 18:34:12.790012"
2354,day-care,flexible,0,0,1,1,1,0,0,1,2,1367,0.2,27,"2017-12-27 18:34:12.790012"
2355,day-care,strict,1,1,1,0,1,0,0,1,3,1368,0.2,31,"2017-11-30 23:28:19.542032"
2356,day-care,strict,1,1,1,0,1,1,0,1,3,1369,0.2,27,"2017-10-31 04:03:08.942373"
2357,boarding,flexible,1,0,1,0,1,1,0,1,4,1370,0.15,33,"2017-04-12 23:42:12.991777"
2358,dog-walking,flexible,1,0,1,0,1,0,1,1,3,1371,0.2,22,"2017-08-02 12:34:50.345758"
2359,boarding,strict,1,0,1,1,1,1,1,1,3,1372,0.2,33,"2018-01-09 04:33:54.550576"
2360,dog-walking,moderate,1,0,1,0,1,0,1,1,2,1372,0.2,25,"2018-01-09 04:33:54.550576"
2361,day-care,flexible,1,0,1,1,0,1,1,0,3,1372,0.2,29,"2018-01-09 04:33:54.550576"
2362,boarding,strict,1,0,1,0,1,1,0,1,4,1373,0.2,38,"2018-06-19 10:44:41.815024"
2363,day-care,strict,1,0,1,1,0,1,0,0,1,1374,0.2,32,"2017-06-09 05:08:39.076078"
2364,dog-walking,strict,0,0,1,0,1,1,1,1,2,1375,0.15,22,"2017-03-27 14:04:42.253337"
2365,day-care,strict,1,1,1,0,1,1,1,1,2,1375,0.15,26,"2017-03-27 14:04:42.253337"
2366,dog-walking,moderate,1,0,1,0,0,1,1,1,3,1376,0.2,24,"2017-10-12 04:01:28.350910"
2367,boarding,moderate,1,0,1,1,1,1,0,0,3,1377,0.2,27,"2017-06-01 10:57:49.725425"
2368,boarding,strict,1,1,1,1,0,0,1,1,5,1378,0.2,37,"2017-11-02 16:32:44.342151"
2369,dog-walking,strict,1,0,1,0,1,1,1,1,1,1378,0.2,21,"2017-11-02 16:32:44.342151"
2370,dog-walking,strict,1,0,1,1,1,1,0,0,6,1379,0.15,18,"2016-09-01 02:17:20.160617"
2371,day-care,strict,1,0,1,0,0,1,1,0,1,1379,0.15,31,"2016-09-01 02:17:20.160617"
